MethodNameOnly;ClusterName;API
/building-data/trends/getMaxDate;/building-data/getMaxDate;building-data
/building-data/trends/getMinDate;/building-data/getMaxDate;building-data
/building-data/trends/getMinMaxDates;/building-data/getMaxDate;building-data
/building-data-ecosystem/1/getMaxDate;/building-data/getMaxDate;building-data
/building-data-ecosystem/1/getMinDate;/building-data/getMaxDate;building-data
/building-data-oauth2/1/getMaxDate;/building-data/getMaxDate;building-data
/building-data-oauth2/1/getMinDate;/building-data/getMaxDate;building-data
/building-data-oauth2/1/getMinMaxDates;/building-data/getMaxDate;building-data
/building-data/1/getRecordCount;/building-data/getRecordCount;building-data
/building-data/trends/getRecordCount;/building-data/getRecordCount;building-data
/building-data-ecosystem/1/getRecordCount;/building-data/getRecordCount;building-data
/building-data-oauth2/1/getRecordCount;/building-data/getRecordCount;building-data
/building-data/1;/building-data/other;building-data
/building-data/trends/downloadBuildingDataCSV;/building-data/other;building-data
/building-data-oauth2/1/downloadBuildingDataCSV;/building-data/other;building-data
/building-data-ecosystem/1//downloadBuildingDataCSV;/building-data/other;building-data
/building-data-ecosystem/1/downloadBuildingDataCSV;/building-data/other;building-data
/building-data/trends/apartments;/building-data/other;building-data
/building-data/trends/types;/building-data/other;building-data
/building-data-ecosystem/1;/building-data/other;building-data
/building-data-ecosystem/1/;/building-data/other;building-data
/building-data-ecosystem/1/trends;/building-data/other;building-data
/building-data-ecosystem/1/trends/;/building-data/other;building-data
/building-data-oauth2/1/apartments;/building-data/other;building-data
/building-data-oauth2/1/trends;/building-data/other;building-data
/building-data-oauth2/1/trends/;/building-data/other;building-data
/building-data-oauth2/1/trends/access_token=ef1f8182-04dd-4e42-bf58-b7e5e839f520;/building-data/other;building-data
/building-data/trends;/building-data/other;building-data
/building-data-ecosystem/1/getBuildingData;/building-data/other;building-data
/building-data-ecosystem/1/getVoltageData;/building-data/other;building-data
/building-data-oauth2/1/types;/building-data/other;building-data
/building-data-oauth2/1;/building-data/other;building-data
/building-data-oauth2/1/;/building-data/other;building-data
/building-data-oauth2/1/checkWSO2AccessToken;/building-data/checkWSO2AccT;building-data
/building-data-oauth2_1/oauth/token;/building-data/oauth/token;building-data
/oauth/token/building-data-oauth2/1;/building-data/oauth/token;building-data
/oauth/tokenbuilding-data-oauth2/1;/building-data/oauth/token;building-data
/oauth/tokenbuilding-data-oauth2_1/1;/building-data/oauth/token;building-data
/consumption-data-oauth2/1/checkWSO2AccessToken;/consumption-data/checkWSO2AccT;consumption-data
/comparison;/consumption-data/comparison;consumption-data
/comparison/;/consumption-data/comparison;consumption-data
/comparison/1;/consumption-data/comparison;consumption-data
/comparison/-1;/consumption-data/comparison;consumption-data
/comparison/10;/consumption-data/comparison;consumption-data
/comparison/103;/consumption-data/comparison;consumption-data
/comparison/11;/consumption-data/comparison;consumption-data
/comparison/111;/consumption-data/comparison;consumption-data
/comparison/114;/consumption-data/comparison;consumption-data
/comparison/115;/consumption-data/comparison;consumption-data
/comparison/116;/consumption-data/comparison;consumption-data
/comparison/117;/consumption-data/comparison;consumption-data
/comparison/119;/consumption-data/comparison;consumption-data
/comparison/12;/consumption-data/comparison;consumption-data
/comparison/122;/consumption-data/comparison;consumption-data
/comparison/14;/consumption-data/comparison;consumption-data
/comparison/16;/consumption-data/comparison;consumption-data
/comparison/18;/consumption-data/comparison;consumption-data
/comparison/2;/consumption-data/comparison;consumption-data
/comparison/20;/consumption-data/comparison;consumption-data
/comparison/21;/consumption-data/comparison;consumption-data
/comparison/22;/consumption-data/comparison;consumption-data
/comparison/23;/consumption-data/comparison;consumption-data
/comparison/25;/consumption-data/comparison;consumption-data
/comparison/26;/consumption-data/comparison;consumption-data
/comparison/29;/consumption-data/comparison;consumption-data
/comparison/3;/consumption-data/comparison;consumption-data
/comparison/30;/consumption-data/comparison;consumption-data
/comparison/33;/consumption-data/comparison;consumption-data
/comparison/34;/consumption-data/comparison;consumption-data
/comparison/35;/consumption-data/comparison;consumption-data
/comparison/36;/consumption-data/comparison;consumption-data
/comparison/37;/consumption-data/comparison;consumption-data
/comparison/39;/consumption-data/comparison;consumption-data
/comparison/4;/consumption-data/comparison;consumption-data
/comparison/40;/consumption-data/comparison;consumption-data
/comparison/41;/consumption-data/comparison;consumption-data
/comparison/44;/consumption-data/comparison;consumption-data
/comparison/46;/consumption-data/comparison;consumption-data
/comparison/49;/consumption-data/comparison;consumption-data
/comparison/5;/consumption-data/comparison;consumption-data
/comparison/507;/consumption-data/comparison;consumption-data
/comparison/508;/consumption-data/comparison;consumption-data
/comparison/519;/consumption-data/comparison;consumption-data
/comparison/52;/consumption-data/comparison;consumption-data
/comparison/524;/consumption-data/comparison;consumption-data
/comparison/53;/consumption-data/comparison;consumption-data
/comparison/54;/consumption-data/comparison;consumption-data
/comparison/56;/consumption-data/comparison;consumption-data
/comparison/57;/consumption-data/comparison;consumption-data
/comparison/59;/consumption-data/comparison;consumption-data
/comparison/6;/consumption-data/comparison;consumption-data
/comparison/60;/consumption-data/comparison;consumption-data
/comparison/62;/consumption-data/comparison;consumption-data
/comparison/64;/consumption-data/comparison;consumption-data
/comparison/69;/consumption-data/comparison;consumption-data
/comparison/70;/consumption-data/comparison;consumption-data
/comparison/72;/consumption-data/comparison;consumption-data
/comparison/73;/consumption-data/comparison;consumption-data
/comparison/76;/consumption-data/comparison;consumption-data
/comparison/8;/consumption-data/comparison;consumption-data
/comparison/80;/consumption-data/comparison;consumption-data
/comparison/81;/consumption-data/comparison;consumption-data
/comparison/82;/consumption-data/comparison;consumption-data
/comparison/85;/consumption-data/comparison;consumption-data
/comparison/86;/consumption-data/comparison;consumption-data
/comparison/87;/consumption-data/comparison;consumption-data
/comparison/89;/consumption-data/comparison;consumption-data
/comparison/9;/consumption-data/comparison;consumption-data
/comparison/90;/consumption-data/comparison;consumption-data
/comparison/92;/consumption-data/comparison;consumption-data
/comparison/95;/consumption-data/comparison;consumption-data
/comparison/96;/consumption-data/comparison;consumption-data
/comparison/97;/consumption-data/comparison;consumption-data
/comparison/98;/consumption-data/comparison;consumption-data
/consumption-data;/consumption-data/comparison;consumption-data
/consumption-data/;/consumption-data/comparison;consumption-data
/consumption-data/1;/consumption-data/comparison;consumption-data
/consumption-data/10;/consumption-data/comparison;consumption-data
/consumption-data/111;/consumption-data/comparison;consumption-data
/consumption-data/119;/consumption-data/comparison;consumption-data
/consumption-data/12;/consumption-data/comparison;consumption-data
/consumption-data/122;/consumption-data/comparison;consumption-data
/consumption-data/14;/consumption-data/comparison;consumption-data
/consumption-data/18;/consumption-data/comparison;consumption-data
/consumption-data/20;/consumption-data/comparison;consumption-data
/consumption-data/22;/consumption-data/comparison;consumption-data
/consumption-data/26;/consumption-data/comparison;consumption-data
/consumption-data/40;/consumption-data/comparison;consumption-data
/consumption-data/519;/consumption-data/comparison;consumption-data
/consumption-data/53;/consumption-data/comparison;consumption-data
/consumption-data/6;/consumption-data/comparison;consumption-data
/consumption-data/62;/consumption-data/comparison;consumption-data
/consumption-data/64;/consumption-data/comparison;consumption-data
/consumption-data/72;/consumption-data/comparison;consumption-data
/consumption-data/73;/consumption-data/comparison;consumption-data
/consumption-data/81;/consumption-data/comparison;consumption-data
/consumption-data/90;/consumption-data/comparison;consumption-data
/consumption-data/96;/consumption-data/comparison;consumption-data
/consumption-data/97;/consumption-data/comparison;consumption-data
/consumption-data/comparison;/consumption-data/comparison;consumption-data
/consumption-data/comparison/;/consumption-data/comparison;consumption-data
/consumption-data/comparison/1;/consumption-data/comparison;consumption-data
/consumption-data/comparison/-1;/consumption-data/comparison;consumption-data
/consumption-data/comparison/10;/consumption-data/comparison;consumption-data
/consumption-data/comparison/103;/consumption-data/comparison;consumption-data
/consumption-data/comparison/11;/consumption-data/comparison;consumption-data
/consumption-data/comparison/111;/consumption-data/comparison;consumption-data
/consumption-data/comparison/114;/consumption-data/comparison;consumption-data
/consumption-data/comparison/115;/consumption-data/comparison;consumption-data
/consumption-data/comparison/116;/consumption-data/comparison;consumption-data
/consumption-data/comparison/117;/consumption-data/comparison;consumption-data
/consumption-data/comparison/119;/consumption-data/comparison;consumption-data
/consumption-data/comparison/12;/consumption-data/comparison;consumption-data
/consumption-data/comparison/122;/consumption-data/comparison;consumption-data
/consumption-data/comparison/14;/consumption-data/comparison;consumption-data
/consumption-data/comparison/16;/consumption-data/comparison;consumption-data
/consumption-data/comparison/18;/consumption-data/comparison;consumption-data
/consumption-data/comparison/2;/consumption-data/comparison;consumption-data
/consumption-data/comparison/20;/consumption-data/comparison;consumption-data
/consumption-data/comparison/21;/consumption-data/comparison;consumption-data
/consumption-data/comparison/22;/consumption-data/comparison;consumption-data
/consumption-data/comparison/23;/consumption-data/comparison;consumption-data
/consumption-data/comparison/25;/consumption-data/comparison;consumption-data
/consumption-data/comparison/26;/consumption-data/comparison;consumption-data
/consumption-data/comparison/29;/consumption-data/comparison;consumption-data
/consumption-data/comparison/3;/consumption-data/comparison;consumption-data
/consumption-data/comparison/30;/consumption-data/comparison;consumption-data
/consumption-data/comparison/33;/consumption-data/comparison;consumption-data
/consumption-data/comparison/34;/consumption-data/comparison;consumption-data
/consumption-data/comparison/35;/consumption-data/comparison;consumption-data
/consumption-data/comparison/36;/consumption-data/comparison;consumption-data
/consumption-data/comparison/37;/consumption-data/comparison;consumption-data
/consumption-data/comparison/39;/consumption-data/comparison;consumption-data
/consumption-data/comparison/4;/consumption-data/comparison;consumption-data
/consumption-data/comparison/40;/consumption-data/comparison;consumption-data
/consumption-data/comparison/41;/consumption-data/comparison;consumption-data
/consumption-data/comparison/44;/consumption-data/comparison;consumption-data
/consumption-data/comparison/46;/consumption-data/comparison;consumption-data
/consumption-data/comparison/49;/consumption-data/comparison;consumption-data
/consumption-data/comparison/5;/consumption-data/comparison;consumption-data
/consumption-data/comparison/507;/consumption-data/comparison;consumption-data
/consumption-data/comparison/508;/consumption-data/comparison;consumption-data
/consumption-data/comparison/519;/consumption-data/comparison;consumption-data
/consumption-data/comparison/52;/consumption-data/comparison;consumption-data
/consumption-data/comparison/524;/consumption-data/comparison;consumption-data
/consumption-data/comparison/53;/consumption-data/comparison;consumption-data
/consumption-data/comparison/54;/consumption-data/comparison;consumption-data
/consumption-data/comparison/56;/consumption-data/comparison;consumption-data
/consumption-data/comparison/57;/consumption-data/comparison;consumption-data
/consumption-data/comparison/59;/consumption-data/comparison;consumption-data
/consumption-data/comparison/6;/consumption-data/comparison;consumption-data
/consumption-data/comparison/60;/consumption-data/comparison;consumption-data
/consumption-data/comparison/62;/consumption-data/comparison;consumption-data
/consumption-data/comparison/64;/consumption-data/comparison;consumption-data
/consumption-data/comparison/69;/consumption-data/comparison;consumption-data
/consumption-data/comparison/70;/consumption-data/comparison;consumption-data
/consumption-data/comparison/72;/consumption-data/comparison;consumption-data
/consumption-data/comparison/73;/consumption-data/comparison;consumption-data
/consumption-data/comparison/76;/consumption-data/comparison;consumption-data
/consumption-data/comparison/8;/consumption-data/comparison;consumption-data
/consumption-data/comparison/80;/consumption-data/comparison;consumption-data
/consumption-data/comparison/81;/consumption-data/comparison;consumption-data
/consumption-data/comparison/82;/consumption-data/comparison;consumption-data
/consumption-data/comparison/85;/consumption-data/comparison;consumption-data
/consumption-data/comparison/86;/consumption-data/comparison;consumption-data
/consumption-data/comparison/87;/consumption-data/comparison;consumption-data
/consumption-data/comparison/89;/consumption-data/comparison;consumption-data
/consumption-data/comparison/9;/consumption-data/comparison;consumption-data
/consumption-data/comparison/90;/consumption-data/comparison;consumption-data
/consumption-data/comparison/92;/consumption-data/comparison;consumption-data
/consumption-data/comparison/95;/consumption-data/comparison;consumption-data
/consumption-data/comparison/96;/consumption-data/comparison;consumption-data
/consumption-data/comparison/97;/consumption-data/comparison;consumption-data
/consumption-data/comparison/98;/consumption-data/comparison;consumption-data
/consumption-data/comparison/bla;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/1;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/-1;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/10;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/103;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/11;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/111;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/114;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/115;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/116;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/117;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/119;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/12;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/122;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/14;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/18;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/2;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/20;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/21;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/22;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/23;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/25;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/26;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/29;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/3;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/30;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/33;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/34;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/35;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/36;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/37;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/4;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/40;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/41;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/44;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/46;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/49;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/5;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/507;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/508;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/519;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/52;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/524;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/53;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/54;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/56;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/59;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/6;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/60;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/62;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/64;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/69;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/72;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/73;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/8;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/80;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/81;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/82;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/85;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/86;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/9;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/90;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/92;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/95;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/96;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/97;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/98;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/bla;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/1;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/10;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/103;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/11;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/111;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/114;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/115;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/116;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/117;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/119;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/12;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/122;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/14;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/16;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/18;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/20;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/21;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/22;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/23;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/25;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/26;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/3;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/30;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/33;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/34;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/35;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/36;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/37;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/39;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/4;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/40;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/41;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/49;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/5;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/519;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/52;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/53;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/54;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/56;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/57;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/59;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/6;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/60;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/62;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/64;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/69;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/70;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/72;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/73;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/76;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/8;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/80;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/81;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/85;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/86;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/87;/consumption-data/comparison;consumption-data
/grid-data-oauth2/1/checkWSO2AccessToken;/grid-data/checkWSO2AccT;grid-data
/grid-data/gmds/downloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data/gmds/ownloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data-ecosysten/1//downloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data-ecosysten/1/downloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data-oauth2/1/downloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data-oauth2/1/ownloadVoltageDataCSV;/grid-data/other;grid-data
/grid-data-oauth2/1/getVoltageData;/grid-data/other;grid-data
/grid-data/gmds/getMaxDate;/grid-data/getMaxDate;grid-data
/grid-data/gmds/getMinDat;/grid-data/getMaxDate;grid-data
/grid-data/gmds/getMinDate;/grid-data/getMaxDate;grid-data
/grid-data/gmds/getMinMaxDates;/grid-data/getMaxDate;grid-data
/grid-data-ecosysten/1/getMaxDate;/grid-data/getMaxDate;grid-data
/grid-data-ecosysten/1/getMinDate;/grid-data/getMaxDate;grid-data
/grid-data-oauth2/1/getMaxDate;/grid-data/getMaxDate;grid-data
/grid-data-oauth2/1/getMinDat;/grid-data/getMaxDate;grid-data
/grid-data-oauth2/1/getMinDate;/grid-data/getMaxDate;grid-data
/grid-data-oauth2/1/getMinMaxDates;/grid-data/getMaxDate;grid-data
/grid-data/gmds/getRecordCount;/grid-data/getRecordCount;grid-data
/grid-data-ecosysten/1/getRecordCount;/grid-data/getRecordCount;grid-data
/grid-data-oauth2/1/getRecordCount;/grid-data/getRecordCount;grid-data
/grid-data/gmds;/grid-data/other;grid-data
/grid-data/gmds/mappings;/grid-data/other;grid-data
/grid-data-oauth2_1/oauth/token;/grid-data/oauth/token;grid-data
/oauth/token/grid-data-oauth2/1;/grid-data/oauth/token;grid-data
/oauth/tokengrid-data-oauth2/1;/grid-data/oauth/token;grid-data
/grid-data/gmds/subnet;/grid-data/subnet;grid-data
/grid-data/gmds/subnet6;/grid-data/subnet;grid-data
/grid-data/gmds/subnets;/grid-data/subnet;grid-data
/grid-data/gmds/subnets/;/grid-data/subnet;grid-data
/grid-data-oauth2/1/subnet;/grid-data/subnet;grid-data
/grid-data-oauth2/1/subnet6;/grid-data/subnet;grid-data
/grid-data-oauth2/1/subnets;/grid-data/subnet;grid-data
/grid-data-oauth2/1/subnets/;/grid-data/subnet;grid-data
/grid-data-oauth2/1/subntes;/grid-data/subnet;grid-data
/grid-data-ecosysten/1/subnets;/grid-data/subnet;grid-data
/grid-data-ecosysten/1;/grid-data/other;grid-data
/grid-data-oauth2/1;/grid-data/other;grid-data
/grid-data-oauth2/1/hello;/grid-data/other;grid-data
/grid-data-oauth2/1/mappings;/grid-data/other;grid-data
/consumption-data-oauth2/1/comparison/89;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/90;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/92;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/95;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/96;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/97;/consumption-data/comparison;consumption-data
/consumption-data-oauth2/1/comparison/98;/consumption-data/comparison;consumption-data
/consumption-data/energyPlan;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/1;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/103;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/111;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/14;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/18;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/20;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/25;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/26;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/33;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/37;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/4;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/40;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/41;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/5;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/519;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/53;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/57;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/6;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/62;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/64;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/6432763330240622555;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/70;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/73;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/8;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/90;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/92;/consumption-data/energyPlan;consumption-data
