"Use the attached document :
- Open it. 
- Select all the text page 2 (Samedi 4 mars 2001)
- go to menu Format|Columns
- select 2 for the number fo columns
- press Ok. OOo freeze with CPU usage at 100%. Under Windows, usually after 1
mn, depend on the sample, OOo is back (otherwise full crash) but the selected
area disappeared. You can see a small part of the selection on the top right of
page 2 (document is down from 3 to 2 pages). Under Ubuntu, it never recovered.

An other test :
- Open the attached document.
- Change format of style 'Corps de texte fin' : uncheck Keep with next paragraph
- Select the same area as previously
- Format|Columns : 2 columns. This time, no freeze but still not well formatted.

P4 2.0 GHz 1 Gb
Windows XP SP 2 Home with 000 2.2.1
Ubuntu 7.04 with OOo 2.2","DEFECT"
"1. Open a document.
2. Make a numbered list
3. Right click at number 1 > Paragraph
4. Numbering tab
5. Check box restart at this paragraph select start with 1
6. Click ok
7. Save document
8. Close document
9. Open document
10. Right click in same place as before > Paragraph

The numbering settings have been forgotten. I have screen shots of doing this
with a sample document.","DEFECT"
"I was attempting to solve a numbering issue I had with the Master Document
Feature for some time. I eventually resolved the issue but in the discussion
(link given in the URL: field) I mentioned it would be a good idea to have an
option in the Master Document preferences to 'Import exact contents of Sub
Documents' or 'Always  restart numbering' This way I wouldn't have to go through
each document and select restart numbering I could simply check one box and all
of my sub-documents would stay separated. How often do you create two documents
that when they merge they become one process?","DEFECT"
"Certain text in a MS Word document is missing when opened in OO Writer.","DEFECT"
"I have several .doc files. Each has one or two
images. In Microsoft Word images are displayed okay.

In OpenOffice
they are displayed as solid black areas.","DEFECT"
"1) Create a new writer document.

2) type some text : 'This is some text'

3) insert a bookmark 'bk01', before the word some.

4) insert a bookmark 'bk02', after the word some. (right clicking on the status bar,  pages indicator 
displays the two bookmarks...)

5) now do a find and replace of the word 'some' with 'the',

6) so the sentence in the document appears as:
  'This is the text'

7) Now right click on the status bar, pages indicator, and only the
second bookmark remains ('bk02'), and this remaining bookmark is wrongly positioned at
the letter 't' of the repacement word 'the' 

The same defect can be demonstrated via a macro using the ReplaceDescriptor API:

Dim oReplace
 oReplace = ThisComponent.createReplaceDescriptor() 
 oReplace.SearchString = 'some'
 oReplace.ReplaceString = 'the' 
 ThisComponent.ReplaceAll(oReplace)","DEFECT"
"In attached document OOo Writer (both 2.2.1 and current 2.3rc version) inserts
blank page betwen
pages 10 (that partially filed with text 'PAGE TEN...') and 11
(that partially filed with text 'PAGE ELEVEN...') so that original page 11
became 12.
MS Word inserts no blank page there and displays page with text 'PAGE ELEVEN...'
just after
the page with text 'PAGE TEN...'","DEFECT"
"OOo Writer (both 2.2.1 and current 2.3rc) shows all content of attached document
all in one page,
while MSWord displays last paragraph (text 'AAAAA...') on the second page.","DEFECT"
"As discussed with AW and mba, we should remove the special lazy-paint. This is
obsolete due to preRendering of new DrawingLayer","DEFECT"
"In Tools >> Outline Numbering >> Position

The 'Numbering alignment' is displayed incorrectly in 'Position and spacing'
preview sample for the alignments 'Centered' and 'Right'.","DEFECT"
"After saving a Writter file as MS Office *.doc some formatting get lost. (When 
this file will be closed and later when will be open again).
Please have a look on the attached files. There are attached also some 
snapshots from the screen to show the problem and plus one example file.","DEFECT"
"In attached document first line of Table-of-content has black color,
is not underlined and hase prepended one ' ' (space) character,
but other lines of TOC are correct (blue underlined hyperlinks with no
prepended space character).

The bad thing is that in MS Word there is no such problem:
The first line is of regular Hyperlink and Table-of-content styles...
and there is also no prepended space character.","DEFECT"
"In attached document, in OOo Writer there is indentation of heading about 1,25 cm,
but when you open it in MS Word there is no indentation (0 cm)","DEFECT"
"If a user saves the attached odt file in doc format, the fontwork moves from the
left side to the right. See screenshots.","DEFECT"
"Regular expressions may be more powerful, but wildcards like * and ? are easier
for the average PC user","ENHANCEMENT"
